7449;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-03-30 15:48:00+00:00;2013
7453;150 FEET FROM 400 JAMES JACKSON AVE;GROOVED CONCRETE;DRY;DAYLIGHT;CLEAR;2013-04-02 11:56:31+00:00;2013
7454;50 FEET FROM NW CARY PKY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-04-02 15:09:00+00:00;2013
7463;50 FEET FROM 100 REGENCY FOREST DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-03-28 12:05:00+00:00;2013
7464;0.06 MILES FROM BUCK JONES RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-03-28 16:41:00+00:00;2013
7469;10 FEET FROM CHAPEL HILL RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-04-02 22:17:58+00:00;2013
7474;30 FEET FROM EVANS RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-04-04 13:22:39+00:00;2013
7478;50 FEET FROM E. CHATHAM ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-04-03 22:24:12+00:00;2013
7483;CARY;SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2013-04-05 13:52:51+00:00;2013
7489;50 FEET FROM 977 N HARRISON AVE;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-04-05 22:10:13+00:00;2013
7508;400 FEET FROM CROSSROADS BLV;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-04-06 15:45:00+00:00;2013
7509;100 FEET FROM WALNUT ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-04-05 19:14:40+00:00;2013
7526;50 FEET FROM 722 DELTA DOWNS DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2013-04-08 18:58:24+00:00;2013
18588;0 FEET FROM SR 3977 (SW CARY PKWY);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-10-20 18:03:56+00:00;2015
18591;0.10 MILES FROM PVA) 2042 RENAISSANCE PARK PL;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-10-21 19:57:43+00:00;2015
18597;245 FEET FROM SR 1625 (10140 GREEN LEVEL CHU;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-10-22 14:11:00+00:00;2015
18600;75 FEET FROM SR 1619 (WALDO ROOD BLVD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-10-22 11:44:19+00:00;2015
18602;190 FEET FROM P.V.A. (WEST WAKE OFFICE CENTE;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-10-20 18:38:47+00:00;2015
18605;0 FEET FROM SR 1009 (TRYON RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-10-21 11:28:38+00:00;2015
18607;100 FEET FROM PVA OF 81 MACKENAN DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-10-22 16:29:00+00:00;2015
18612;10 FEET FROM SR 1415 (SW MAYNARD RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-10-20 13:41:53+00:00;2015
18619;.3409 MILES FROM US 1 HWY;GROOVED CONCRETE;DRY;DAYLIGHT;CLEAR;2015-10-21 20:48:19+00:00;2015
18630;0 FEET FROM SR 1319 (JONES FRANKLIN RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-10-23 20:25:21+00:00;2015
18638;150 FEET FROM US 64 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-10-24 16:13:00+00:00;2015
18642;.4 MILES FROM CROSSROADS BLVD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-10-24 16:29:00+00:00;2015
18650;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-10-25 17:46:28+00:00;2015
18656;.30 MILES FROM US 1 EXIT 98 RAMP SB;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2015-10-26 16:46:00+00:00;2015
18659;0.2 MILES FROM JONES FRANKLIN RD;COARSE ASPHALT;DRY;DAYLIGHT;CLOUDY;2015-10-26 17:01:29+00:00;2015
18663;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2015-10-26 20:46:20+00:00;2015
18664;30 FEET FROM SPRING VISTA WAY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-10-26 17:46:23+00:00;2015
18669;50 FEET FROM SR1415 (SE MAYNARD RD);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-10-27 02:49:00+00:00;2015
18673;15 FEET FROM U.S. 64 HWY;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2015-10-27 12:36:30+00:00;2015
18674;.10 MILES FROM U.S. 1 HWY;CONCRETE;WET;DAYLIGHT;RAIN;2015-10-27 13:35:39+00:00;2015
18677;.10 MILES FROM U.S. 1 HWY;CONCRETE;WET;DAYLIGHT;RAIN;2015-10-27 11:38:46+00:00;2015
18678;400 FEET FROM PVA (1105 WALNUT ST);SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2015-10-27 19:32:14+00:00;2015
18682;100 FEET FROM PVA 869 SE MAYNARD RD;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2015-10-28 00:48:41+00:00;2015
18684;CARY;SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;RAIN;2015-10-28 03:29:00+00:00;2015
18692;200 FEET FROM 350 STONECROFT LN;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-10-23 00:21:39+00:00;2015
18696;.5 MILES FROM NC 54 HWY (NE MAYNARD RD);SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2015-10-28 11:48:53+00:00;2015
18699;CARY;;;;CLOUDY;2015-10-07 20:26:47+00:00;2015
18700;0.1 MILES FROM PARKTHROUGH ST;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2015-10-27 17:09:51+00:00;2015
18704;100 FEET FROM SR 1415 (SE MAYNARD RD);SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2015-10-28 20:59:15+00:00;2015
18706;246 FEET FROM NC 54 (CHAPEL HILL RD);SMOOTH ASPHALT;WET;DARK - ROADWAY NOT LIGHTED;RAIN;2015-10-28 00:56:53+00:00;2015
18710;CARY;SMOOTH ASPHALT;WET;DARK - ROADWAY NOT LIGHTED;RAIN;2015-10-27 23:28:47+00:00;2015
18718;240 FEET FROM PVA OF 2990 KILDAIRE FARM RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2015-10-29 13:13:57+00:00;2015
18720;.1 MILES FROM SR 1615 (HIGH HOUSE RD);SMOOTH ASPHALT;WET;DAYLIGHT;CLEAR;2015-10-29 12:58:52+00:00;2015
18731;136 FEET FROM PVA 1177 NW MAYNARD RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-10-29 22:19:56+00:00;2015
18735;1.34 MILES FROM US 1 HWY;GROOVED CONCRETE;DRY;DUSK;CLOUDY;2015-10-29 21:50:59+00:00;2015
18742;100 FEET FROM PVA 1297 BUCK JONES RD;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2015-10-30 16:29:00+00:00;2015
18743;.1 MILES FROM SR #1600 (GREEN LEVEL CHURCH R;SMOOTH ASPHALT;DRY;DARK - ROADWAY NOT LIGHTED;CLEAR;2015-10-31 06:29:32+00:00;2015
18745;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-10-31 13:56:23+00:00;2015
18748;.2 MILES FROM PVA OF 2010 KILDAIRE FARM RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-10-31 19:56:24+00:00;2015
18749;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-10-31 22:47:39+00:00;2015
18760;15 FEET FROM SR 1010 (TEN TEN RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-10-30 20:58:33+00:00;2015
18778;10 FEET FROM SR1423 (PINEY PLAINS RD);SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2015-11-02 17:26:00+00:00;2015
18789;.12 MILES FROM PVA 6770 MCCRIMMON PKWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-10-29 16:20:00+00:00;2015
18795;.1 MILES FROM GREENGATE CT;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2015-11-02 12:46:17+00:00;2015
18798;0 FEET FROM SR 1652 (N HARRISON AV);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-10-30 13:29:18+00:00;2015
18803;.09 MILES FROM CAITBOO AVE;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2015-11-03 18:36:45+00:00;2015
18807;.15 MILES FROM WESTON PKWY;SMOOTH ASPHALT;WET;DUSK;RAIN;2015-11-03 22:28:52+00:00;2015
18809;10 FEET FROM US 1 HWY;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2015-11-03 21:11:58+00:00;2015
18813;CARY;SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2015-11-04 14:56:22+00:00;2015
18815;NEAR .1 MILES E OF E 1379 (PENNY RD);SMOOTH ASPHALT;WET;DARK - ROADWAY NOT LIGHTED;RAIN;2015-11-04 00:34:30+00:00;2015
18819;400 FEET FROM P.V.A. 1107 WALNUT ST;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2015-11-03 15:39:00+00:00;2015
18825;290 FEET FROM PVA 1391 KILDAIRE FARM RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-11-04 15:52:00+00:00;2015
18826;0.09 MILES FROM PVA (8204 TRYON WOODS DR);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2015-11-04 16:35:00+00:00;2015
18830;25 FEET FROM SR 1009 (TRYON RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2015-11-05 21:33:23+00:00;2015
18835;60 FEET FROM SR 1747 (160 NE MAYNARD RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-11-05 21:59:38+00:00;2015
18842;.1 MILES FROM P.V.A. OF 1920 NW MAYNARD RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2015-11-04 15:07:00+00:00;2015
18843;40 FEET FROM EDGEMORE AV;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-11-06 13:55:40+00:00;2015
18849;230 FEET FROM SR#1615 (GREEN LEVEL WEST RD);SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2015-11-07 15:18:00+00:00;2015
18850;200 FEET FROM     SPRINGSET DR;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-11-08 04:27:00+00:00;2015
18869;499 FEET FROM NC 54 (CHAPEL HILL RD);SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2015-11-07 16:11:00+00:00;2015
18870;CARY;COARSE ASPHALT;WET;DAYLIGHT;CLOUDY;2015-11-07 20:04:06+00:00;2015
18885;100 FEET FROM (PVA) 2797 NC 55 HWY;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2015-11-09 18:28:53+00:00;2015
18909;.2 MILES FROM SR 1747 (NW MAYNARD RD);SMOOTH ASPHALT;DRY;DARK - ROADWAY NOT LIGHTED;CLEAR;2015-11-11 01:04:11+00:00;2015
18914;.1 MILES FROM SR 3977 (CARY PKY);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-11-11 15:20:00+00:00;2015
18915;82 FEET FROM SR 1747 ( NE MAYNARD RD);SMOOTH ASPHALT;WATER (STANDING, MOVING);DAYLIGHT;RAIN;2015-11-09 15:00:00+00:00;2015
18921;36 FEET FROM SR-1300 KILDAIRE FARM RD;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-11-11 18:55:38+00:00;2015
18923;200 FEET FROM WESTON PKWY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-11-11 23:07:42+00:00;2015
18924;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-11-11 19:30:12+00:00;2015
18925;.15 MILES FROM SR1011 (E CHATHAM ST);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-11-11 22:00:06+00:00;2015
18927;300 FEET FROM SR1313 (WALNUT ST);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-11-12 19:29:25+00:00;2015
18930;400 FEET FROM COLONADES WAY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-11-11 23:35:13+00:00;2015
18932;.2 MILES FROM PVA OF 350 STONCROFT LN;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-11-13 00:24:21+00:00;2015
18939;100 FEET FROM VALLEY SIDE CT;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-11-11 18:44:56+00:00;2015
18942;250 FEET FROM US 64 HWY;SMOOTH ASPHALT;DRY;DARK - ROADWAY NOT LIGHTED;CLEAR;2015-11-14 03:31:00+00:00;2015
18946;.08 MILES FROM KILMAYNE DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-11-14 20:18:42+00:00;2015
18948;20 FEET FROM SR1615 (HIGH HOUSE RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-11-15 19:09:58+00:00;2015
18953;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-11-13 20:46:41+00:00;2015
18955;289 FEET FROM SR 3081 (CHAPEL HILL RD);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-11-14 00:02:18+00:00;2015
18962;.11 MILES FROM SR-1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-11-16 13:39:23+00:00;2015
18965;.20 MILES FROM NC 54 (NW MAYNARD RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-11-16 19:27:38+00:00;2015
18972;.05 MILES FROM PVA OF 1200 CRESCENT GREEN;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2015-11-13 22:23:20+00:00;2015
18974;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-11-15 20:47:11+00:00;2015
18981;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-11-15 11:54:46+00:00;2015
18990;100 FEET FROM US 64 HWY WB;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2015-11-17 20:42:47+00:00;2015
18998;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-11-17 22:15:30+00:00;2015
19003;CARY;;;;CLOUDY;2015-11-10 19:53:55+00:00;2015
19009;.1 MILES FROM PVA OF 3655 SW CARY PKWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2015-11-18 18:09:09+00:00;2015
19017;.2 MILES FROM SR 1615 ( HIGH HOUSE RD);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-11-17 22:52:08+00:00;2015
19021;0 FEET FROM MEETING ST;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-11-18 23:16:45+00:00;2015
19022;553 FEET FROM 2500 CARPENTER UPCHURCH RD;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2015-11-06 16:49:00+00:00;2015
19026;CARY;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2015-11-19 12:53:22+00:00;2015
19031;225 FEET FROM [SR1390] OPTIMIST FARM RD;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-11-21 03:50:00+00:00;2015
19036;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-11-21 13:53:00+00:00;2015
19055;30 FEET FROM 1651 GLENGARRY DR;SMOOTH ASPHALT;DRY;DARK - ROADWAY NOT LIGHTED;CLEAR;2015-11-21 02:00:34+00:00;2015
19060;500 FEET FROM 683 CARY TOWNE BLVD (PVA);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-11-21 01:10:33+00:00;2015
19064;5 FEET FROM 1805 WALNUT ST (PVA);COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2015-11-21 22:08:26+00:00;2015
19065;40 FEET FROM SR1615 (HIGH HOUSE RD);SMOOTH ASPHALT;DRY;DUSK;CLEAR;2015-11-21 22:02:24+00:00;2015
19066;.25 MILES FROM US 1 HWY;SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2015-11-22 16:56:00+00:00;2015
19068;77 FEET FROM PORTRAIT DR;SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;CLOUDY;2015-11-22 02:41:02+00:00;2015
19075;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-11-22 22:07:13+00:00;2015
19084;.11 MILES FROM PVA OF 2000 WALNUT ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2015-11-21 14:15:53+00:00;2015
19087;450 FEET FROM P.V.A. (BROOK ARBOR DR);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-11-23 13:29:10+00:00;2015
19095;.5 MILES FROM US1;GROOVED CONCRETE;DRY;DAYLIGHT;CLEAR;2015-11-25 00:45:59+00:00;2015
19098;150 FEET FROM SR 1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-11-24 17:27:00+00:00;2015
19100;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-11-25 14:07:46+00:00;2015
19102;200 FEET FROM PVA OF 2234 WALNUT ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-11-25 17:47:00+00:00;2015
19104;0 FEET FROM SR 1009 (TRYON RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-11-25 11:39:06+00:00;2015
19106;300 FEET FROM PVA 427 GRANDE HEIGHTS DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-11-24 21:33:50+00:00;2015
19108;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-11-26 01:01:18+00:00;2015
19114;150 FEET FROM 301-C N HARRISON AV (PVA);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLOUDY;2015-11-29 00:21:15+00:00;2015
19117;100 FEET FROM SR 1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-11-24 12:46:10+00:00;2015
19138;51 FEET FROM P.V.A. (1001 N HARRISON AVE);CONCRETE;DRY;DAYLIGHT;CLEAR;2015-11-25 20:30:22+00:00;2015
19141;.20 MILES FROM I-40 RAMP EB;CONCRETE;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-11-26 04:13:00+00:00;2015
19147;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-11-28 16:05:00+00:00;2015
19149;60 FEET FROM US 1 HWY;GROOVED CONCRETE;DRY;DAYLIGHT;CLEAR;2015-11-24 13:09:57+00:00;2015
19150;65 FEET FROM SR 1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-11-24 17:21:00+00:00;2015
19156;CARY;;;;CLOUDY;2015-11-10 23:26:25+00:00;2015
19157;0 FEET FROM SR 1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-11-24 20:49:14+00:00;2015
19161;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-11-25 22:15:24+00:00;2015
19165;50 FEET FROM S.R.1415 (S.E. MAYNARD RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-11-28 16:12:00+00:00;2015
19166;15 FEET FROM PVA 151 CROSSROADS BLVD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-11-28 19:54:41+00:00;2015
19170;260 FEET FROM WALDO ROOD BLVD;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2015-11-30 13:07:47+00:00;2015
19183;110 FEET FROM US 64 HWY;SMOOTH ASPHALT;DRY;DARK - ROADWAY NOT LIGHTED;CLOUDY;2015-12-01 21:57:26+00:00;2015
19185;.1 MILES FROM U.S. 64 HWY;SMOOTH ASPHALT;DRY;DARK - ROADWAY NOT LIGHTED;FOG;2015-12-01 23:30:50+00:00;2015
19187;.02 MILES FROM US 64 HWY EB;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2015-12-02 13:05:10+00:00;2015
19196;75 FEET FROM SR 1731 (O`KELLY CHAPEL RD);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-12-01 22:19:07+00:00;2015
19199;.20 MILES FROM SR 1010 (TEN TEN RD);SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2015-12-03 02:04:42+00:00;2015
19201;.25 MILES FROM SR 1313 (WALNUT ST);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-12-02 01:15:35+00:00;2015
19206;.25 MILES FROM SR 3112 (NW CARY PKWY);SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;CLOUDY;2015-12-03 01:02:50+00:00;2015
19207;200 FEET FROM BROOKGREEN DR;SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;CLEAR;2015-12-03 08:59:33+00:00;2015
19211;.3 MILES FROM 1001 N HARRISON AV;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-12-03 17:43:00+00:00;2015
19212;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-12-02 22:37:31+00:00;2015
19213;250 FEET FROM SR3090 (WESTON PKWY);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-12-03 20:17:37+00:00;2015
19215;220 FEET FROM SR 1011 (E CHATHAM ST);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-12-03 22:05:15+00:00;2015
19220;50 FEET FROM SR 1415 (SE MAYNARD RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-12-04 17:28:00+00:00;2015
19237;.10 MILES FROM PVA (1500 N HARRISON AVE);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-12-05 00:23:21+00:00;2015
19240;CARY;;;;CLOUDY;2015-12-05 02:48:58+00:00;2015
19245;25 FEET FROM WALNUT ST;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2015-12-05 15:01:00+00:00;2015
19252;.10 MILES FROM ( SR 1652 ) N HARRISON AVE;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-12-04 23:08:27+00:00;2015
19260;10 FEET FROM US 1 HWY OFF RAMP;SMOOTH ASPHALT;DRY;DUSK;CLEAR;2015-12-03 21:43:32+00:00;2015
19263;499 FEET FROM BUCK JONES RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-12-06 20:13:45+00:00;2015
19267;440 FEET FROM 3301 NC 55 HWY;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2015-12-06 18:22:44+00:00;2015
19268;20 FEET FROM S.R. 3977 (NW CARY PARKWAY);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2015-12-07 18:05:24+00:00;2015
19272;100 FEET FROM SR 1300 (KILDAIRE FARM RD);;;;CLOUDY;2015-11-27 19:21:31+00:00;2015
19276;.50 MILES FROM SR 1009;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-12-07 17:51:00+00:00;2015
19278;.10 MILES FROM PVA OF ( 970 HIGH HOUSE RD );SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-12-08 23:46:24+00:00;2015
19283;50 FEET FROM SR 1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;DRY;;CLEAR;2015-12-09 03:45:00+00:00;2015
19295;100 FEET FROM SR 1011 (W CHATHAM ST);SMOOTH ASPHALT;DRY;DARK - ROADWAY NOT LIGHTED;CLEAR;2015-12-08 21:13:11+00:00;2015
19310;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-12-10 16:47:00+00:00;2015
19317;492 FEET FROM PVA 1311 KILDAIRE FARN RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-12-11 16:36:00+00:00;2015
20326;10 FEET FROM US1 EXIT RAMP TO CARY PKWY NB;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-12-13 15:45:00+00:00;2015
20328;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-12-13 03:56:00+00:00;2015
20329;.10 MILES FROM US 1 NORTH;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-12-11 04:12:00+00:00;2015
20331;50 FEET FROM WESTON PKWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-12-11 17:58:00+00:00;2015
20332;20 FEET FROM US 1 EXIT RAMP SB;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-12-11 20:56:23+00:00;2015
20335;400 FEET FROM US 1 HWY;GROOVED CONCRETE;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-12-11 23:33:49+00:00;2015
20343;.25 MILES FROM SR 3977;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-12-14 14:08:28+00:00;2015
20358;.1 MILES FROM SPRUCE ST;SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;CLOUDY;2015-12-15 06:21:43+00:00;2015
20361;CARY;SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;CLOUDY;2015-12-14 21:55:10+00:00;2015
20367;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-12-12 03:39:00+00:00;2015
20377;.27 MILES FROM SR# 1626 (CARPENTER FIRE STAT);SMOOTH ASPHALT;WET;DUSK;CLOUDY;2015-12-14 16:06:00+00:00;2015
20382;145 FEET FROM PARKSPRING CT;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-12-15 18:52:13+00:00;2015
20390;100 FEET FROM PVA (3630 OLD RALEIGH RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-12-11 21:15:48+00:00;2015
20393;387 FEET FROM SR 1009 (TRYON RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-12-15 15:21:00+00:00;2015
20400;0 FEET FROM CREEK PARK DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-12-16 18:36:41+00:00;2015
20416;480 FEET FROM SR 1313 (WALNUT ST);SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2015-12-17 16:58:00+00:00;2015
20423;200 FEET FROM PVA OF 1253 BUCK JONES RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-12-16 19:44:30+00:00;2015
20428;50 FEET FROM P.V.A. (109 SW MAYNARD RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2015-12-18 20:06:23+00:00;2015
20442;.25 MILES FROM US 1 HWY;CONCRETE;DRY;DARK - ROADWAY NOT LIGHTED;CLEAR;2015-12-19 10:26:35+00:00;2015
20448;20 FEET FROM SR-1307 (W CHATHAM ST);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-12-19 21:03:58+00:00;2015
